,fandom,other_fandom,name,circle_code,event,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,sampleworks_images,substring
211,ORIGINAL,"ORIGINALS, HOLOLIVE, HOLOSTARS, VALORANT, SOUSOU NO FRIEREN, NIKKE",Jualan Demi Modal Gacha x SamaLilia,B-25ab/B-26ab,CF18,https://www.facebook.com/JDMGCircle,https://www.instagram.com/hiromasajun/,https://twitter.com/JDMGCircle,https://www.tokopedia.com/jdmgshop,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/b229f4cc-b3e5-4e47-a188-ad61e6a74aa6/B-25ab/B-26ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/b673305d-f741-4a9d-b889-bd7b87d1a76c/B-25ab/B-26ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/bd7fb5f3-53a5-4bc5-9586-4c898c1908e8/B-25ab/B-26ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/fc093986-5d05-4597-aa96-130b2bc06351/B-25ab/B-26ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/ee198a83-14f4-4cb2-a35e-683c2924b9df/B-25ab/B-26ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/7f3a4a76-dca1-4954-a925-0b3830881175/a9f1f6ce-019a-467e-8e04-d6a71d4bc782/B-25ab/B-26ab.png']",RE
219,ORIGINAL,"GENSHIN IMPACT, HONKAI STAR RAIL, BLUE ARCHIVE, TOUHOU, OMNISCIENT READER, PERSONA 5, BBC SHERLOCK, YURI!! ON ICE, POKEMON, KAMITSUBAKI STUDIO, JUJUTSU KAISEN",/IMG/,B-30b,CF18,,,,,,RE
220,GENSHIN IMPACT,"HONKAI STAR RAIL, DETECTIVE CONAN, OMNISCIENT READER'S VIEWPOINT, SOUSOU NO FRIEREN, TOWER OF GOD, TEARS OF THEMIS, JUJUTSU KAISEN, LINK CLICK, TGCF, TOUKEN RANBU",Nemui(n duit amin),B-31ab (SAT),CF18,,https://instagram.com/cama.tohru,https://twitter.com/Nemui_Circle,https://twitter.com/karagechopstic,,RE
223,ORIGINAL,"ARKNIGHTS, BLUE ARCHIVE, GIRLS FRONTLINE, NEURAL CLOUD, GENSHIN IMPACT, BLACK BUTLER, MENCURI RADEN SALEH, HONKAI: STAR RAIL, FRIEREN, HOGWARTS LEGACY, POKEMON",SO.LID Circle,B-34ab,CF18,,,,,,RE
224,ORIGINALS,"ARKNIGHTS, HONKAI STAR RAIL, VTUBER, COOKIE RUN, GENSHIN IMPACT, CHAINSAWMAN, FRIEREN",Bougeltachi,B-35ab,CF18,,https://www.instagram.com/tosc.art,https://twitter.com/toscafroggie,,,RE
227,"ORIGINAL WORKS, DANMEI","OMNISCIENT READER VIEWPOINT, DANMEI, GENSHIN IMPACT, HONKAI STAR RAIL",Hibiscuit Atelier,B-37a,CF18,-,"https://www.instagram.com/lattelle_/ , https://www.instagram.com/ivariart/","https://twitter.com/ivariart , https://twitter.com/lattelle_",,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/4ff80507-476f-4d5a-912e-460f7d4567bf/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/7b09ddea-36a8-419d-bf37-12dc214764f7/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/f76c32c4-52e3-43ec-97fe-dd99c6b65840/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/ba4ca9c8-cc61-43fb-ba8e-7cb4847c0ae7/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/5a2c835d-8320-4b97-a2b0-d502c53de1e5/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/d042c0a1-65fe-4dde-8f90-4c3fc93cddcd/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/bbee935c-fd93-4376-8c35-644492d0ea8d/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/efd0e2ff-4354-4b74-81be-0b3803cee930/B-37a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/ae1e6056-24ef-4065-877c-53f0d6c2a4eb/74c1dd36-9953-462a-9c42-0aa9bf4b83d7/B-37a.png']",RE
238,"ORIGINAL CHARACTER, GENSHIN, HSR, HILICHURL, RESIDENT EVIL",SHREK (OH Y ITU NTAR SHREK GANTENGNYA JADI FR,Mosi mosi,B-50ab,CF18,https://www.facebook.com/baelix.gelarr,Jarang ig yah :((,Jarang main twt kak :((,,,RE
246,JUJUTSU KAISEN,"HEAVEN OFFICIAL'S BLESSING, THE HUSKY AND HIS WHITE CAT SHIZUN, KIMETSU NO YAIBA, GHIBLI, OMNISCENT READER VIEWPOINT, GENSHIN IMPACT, HONKAI STAR RAIL,",Spbaro,B-58ab (SUN),CF18,,https://www.instagram.com/hoshimisu?igsh=NGxjbjBiZDFhZmox,,,,RE
252,-,"HSR, DEGREES OF LEWDITY, ALIEN STAGE",Unlimited Fluff x ChuChu,C-02ab/C-03ab,CF18,https://www.facebook.com/Pikusapi/,https://www.instagram.com/pikusapi/?hl=en,https://twitter.com/pikusapi,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/900757ad-0daf-4c4d-b026-5ba5589b4107/ec22ad90-25ff-42eb-8261-a6999746d717/C-02ab/C-03ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/900757ad-0daf-4c4d-b026-5ba5589b4107/648b9d84-a3fc-4bc1-b9d6-3ab253cdeae5/C-02ab/C-03ab.png']",RE
264,JUJUTSU KAISEN,"BLEACH, GENSHIN IMPACT, HONKAI IMPACT 3RD, HONKAI STAR RAIL, DANGANRONPA, FATE/GRAND ORDER, FRIEREN, BUNGO STRAY DOGS, LIMBUS COMPANY, OMNISCIENT READER'S VIEWPOINT, IDOLISH7, MYSTIC MESSENGER",SIN,C-15a,CF18,,https://www.instagram.com/symphonyght?igsh=OTUxbjdnbm03dzhs,https://twitter.com/Purpleiny__,,,RE
269,JUJUTSU KAISEN,"BLUE LOCK, JUJUTSU KAISEN, APOTHECARY DIARIES, FRUITS BASKET, TOKYO REVENGERS, LOVE AND DEEPSPACE, MASHLE, KOBO, ZETA, KAELA, VTUBER, HAIKYUU, CHAINSAWMAN, SPY X FAMILY, ONE PIECE",dollyink.official,C-20a,CF18,,https://www.instagram.com/dollyink.official/,https://twitter.com/dollyink_oa,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/dc8c8053-eb91-4f45-9beb-99f6d72dc51b/c41da202-c76c-45fa-866d-3521fb433a87/C-20a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/dc8c8053-eb91-4f45-9beb-99f6d72dc51b/a6099e2b-6df9-4095-8818-9f0fdc87f320/C-20a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/dc8c8053-eb91-4f45-9beb-99f6d72dc51b/42f26e02-dd07-4a41-af82-3274e7d04e39/C-20a.png']",RE
270,JUJUTSU KAISEN,"DEMON SLAYER, SPY X FAMILY, FRIEREN",orenjineko.studio,C-21a,CF18,,https://www.instagram.com/orenjineko.studio/,,,,RE
273,JUJUTSU KAISEN,"JUJUTSU KAISEN, HAIKYU!!, LOUT OF THE COUNT FAMILY, ORV, FRIEREN, APOTHECARY DIARIES, MASHLE, BLUE LOCK, MOB PSYCHO 100, HXH",Fluto Von,C-22b,CF18,,https://www.instagram.com/fluto_von/,https://twitter.com/fluto_von,https://fluto.carrd.co/,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/c6c9d780-6719-43a3-a9eb-8242b6a0e147/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/79296c41-0830-4b54-8da9-6f0cd501564f/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/0f300fd7-9aa3-4980-b30d-2ab322cf950f/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/61e01f0b-a484-4c37-b371-7d131cad5836/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/583f5fff-4df9-460d-9dbb-7b65d3ac0ae1/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/f166409b-16b9-429c-8fe0-69a8d3303793/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/72485d6b-0cd2-4c1d-999c-a5dabc6bd7bb/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/ae26cef2-8f0f-4700-b324-db2136b66bd3/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/313a2e66-ae76-444a-af56-d108f9762bb6/C-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0d47d66a-80af-40ec-93d3-62eddb358de5/a68715ef-ddd9-4287-b5ee-641f13f0aa3f/C-22b.png']",RE
276,JUJUTSU KAISEN,"GIVEN, CHAINSAW MAN, LEAGUE OF LEGENDS, HOLOLIVE, NIJISANJI, VTUBER, VOCALOID, NEEDY STREAMER OVERLOAD, RESIDENT EVIL, DEVIL MAY CRY, NANA, DEVILMAN CRYBABY, REVERSE 1999, GENSHIN, BLUE PERIOD, BALDUR'S GATE 3, DEATH NOTE",WEENIESO,C-24ab,CF18,,,,,,RE
277,JUJUTSU KAISEN,"ONE PIECE, JOJO'S BIZARRE ADVENTURE, HAIKYUU, HEARTSTEEL LEAGUE OF LEGEND, ORIGINAL, CHAINSAW MAN, PLAVE",TKG x Innervalue - Ara,C-25ab/C-26ab,CF18,"https://www.facebook.com/profile.php?id=100083327531113 , https://www.facebook.com/Innervalue.art?mibextid=ZbWKwL , https://www.facebook.com/araam88?mibextid=ZbWKwL","https://www.instagram.com/tkg_ji/ , https://www.instagram.com/tkg_merch/ , https://www.instagram.com/innervalue/ , https://www.instagram.com/aara_yo/","https://twitter.com/tkg_ji , https://twitter.com/tkg_merch , https://twitter.com/MaerelHibadita , https://twitter.com/bambaaram_",,,RE
286,BLUE LOCK,"ENSEMBLE STARS, MANHWA, MY S-CLASS HUNTERS, OMNISCIENT READER’S VIEWPOINT",Nasi Lemak Corner,C-30b,CF18,,https://instagram.com/yoon_noahhhhh,,,,RE
289,JUJUTSU KAISEN,"CHAINSAWMAN, BLUELOCK, HAIKYUU, FRIEREN",A Project,C-34ab,CF18,,https://instagram.com/a__project,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/9ddb84d6-e295-4132-b962-d96694ff058c/C-34ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/a9164899-6968-4d7a-b136-6443198d294b/C-34ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/18551b6f-2f9a-4ad5-8d87-b2aa1ae09d51/C-34ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/49626b52-cd3d-4fb0-a79f-d3308abaabca/C-34ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/b4d7fffa-e41b-4d6e-8fab-a5b7da036105/C-34ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/eee75027-c956-4411-ac03-e707839e5530/6470964a-3069-4dad-944f-ca370b218dfb/C-34ab.jpg']",RE
292,"JUJUTSU KAISEN, OSHI NO KO, MASHLE, GIVEN, BAND GROUP, IDOL GROUP, BL",DAY6 (KOREAN BAND),BESTO FRIENDO,C-36b,CF18,,https://www.instagram.com/bymon.jpg,,,,RE
294,JUJUTSU KAISEN,"SK8, HAIKYUU, CHAINSAWMAN, GHIBLI, DEMO SLAYER, TOKYOREVENGERS, ATTACK ON TITAN, DR STONE, NARUTO, BOKU NO HERO ACADEMIA, BLUE LOCK, SPY X FAMILY, GENSHIN IMPACT, HOLO LIVE, KUROSHITSUJI, JUNJI ITO, HUNTER X HUNTER, HONKAI STAR RAIL, WOTAKOI, ONE PIECE, OSHI NO KO, MASHLE, KUSURIYA NO HITORIGOTO, SOUSOU NO FRIEREN",Blackioshop,C-38ab,CF18,,https://www.instagram.com/blackioshop?igsh=MXVuam96OHExeGtldw==,https://x.com/blackioshop?t=MumX3JWxcJW1sMuMQ6P_ZA&s=08,,,RE
296,JJK,"HSR, BSD, SOUTH PARK, EVANGELION, PJSK, REGRETEVATOR, EVADE, MADOMAGI, NSO, MURDER DRONE, PRESSURE, KINITOPET, BLACK BUTLER, INNOCENT, BG3, FF7, CASTLEVANIA",KWFA,C-41ab,CF18,,https://www.instagram.com/lem0n_003?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://x.com/maple_lumo?t=P5i0crn0Px4lRxirLD2oCw&s=09,https://www.tiktok.com/@re1_.ka?_t=8lvn9Wyhr0C&_r=1,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/36c60061-9472-4bea-9c36-3f4672db6e4a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/b3c50559-2307-415a-a6ba-3131e46f22f0/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/7f5e9349-fc18-4a59-af3f-c11d7fc1ff14/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/711dd8f6-45d8-4e0f-9352-058507b1f946/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/a5572b69-d24c-4c09-af3c-2c3ea4400bc0/C-41ab.jpeg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/472b9583-5250-49ce-add2-d28784cab573/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/9967ddde-89bc-48cf-8813-ddc56a6c502a/C-41ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32c5f0fa-6f11-48be-a378-f8b5ff201cc1/eba3864c-af96-4fd7-83cd-ac16ddacad51/C-41ab.jpeg']",RE
298,BLUELOCK,"JUJUTSU KAISEN, HAIKYUU, PLAVE, ORIGINAL, FATE/GO, TEARS OF THEMIS, GENSHIN IMPACT, HONKAI STAR RAIL, CHAINSAWMAN, SOUSOU NO FRIEREN",VIECIRI,C-43a (SAT),CF18,,https://instagram.com/vientagram,https://twitter.com/vientagram,,,RE
301,BLUELOCK,"TXT (K-POP), HAIKYUU, TOKYO REVENGERS",Rumah DARA (Danii dan Rafwa),C-44a,CF18,,https://instagram.com/daniiartchives,https://twitter.com/rafwacchi,,,RE
303,DEMON SLAYER,"JUJUTSU KAISEN, CHAINSAWMAN, HXH, THE APOTHECARY DIARIES, FRIEREN, NEW JEANS",Mochaachi,C-45a,CF18,,https://instagram.com/mochaachi,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c4ccf1df-dc4c-4847-a6c8-97e9ec986957/1613c2eb-05da-48b8-bf79-3a1a6ef67227/C-45a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c4ccf1df-dc4c-4847-a6c8-97e9ec986957/679bc445-f933-4316-8d05-5805eb6758e0/C-45a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c4ccf1df-dc4c-4847-a6c8-97e9ec986957/3797ee00-4b6c-40c6-8c7b-93e788cae6e5/C-45a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/c4ccf1df-dc4c-4847-a6c8-97e9ec986957/5e5626f7-cdf6-44f0-8077-336396253147/C-45a.png']",RE
305,JUJUTSU KAISEN,"YAKUZA, HAIKYUU!, DUNGEON MESHI, OSHI NO KO, CHAINSAW MAN, WITCH HAT ATELIER, GOLDEN KAMUY, TEAM FORTRESS 2, BLOODBORNE, PANDORA HEARTS, DISCO ELYSIUM",DEDEMIT RANGERS,C-46ab,CF18,,,https://twitter.com/jhnfar,,,RE
319,JUJUTSU KAISEN (JJK),"GENSHIN IMPACT, HONKAI: STAR RAIL, OMORI, NIJISANJI EN, TWISTED WONDERLAND, OMNISCIENT READER'S VIEWPOINT (ORV), VALORANT",Burung Terbang,C-58ab (SAT),CF18,,https://www.instagram.com/reichi_404/,https://twitter.com/reichi404,,,RE
321,JUJUTSU KAISEN,"BLUE LOCK, TOKYO REVENGERS",Hidup Mati,C-59ab (SAT),CF18,,,https://twitter.com/aho_Kitsune,,,RE
324,SAKAMOTO DAYS,"FREE!,TXT, DOROHEDORO, DUNGEON MESHI, DANDADAN, YUBISAKI TO RENREN, UMINEKO, KEKKKAI SENSEN, BUGS/INSECTS",Keluarga Be(re)ncana,C-60a (SUN),CF18,https://www.facebook.com/NeytaMinaira/,https://www.instagram.com/cheowaa/,https://twitter.com/yanty2k,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0441b17e-ebdf-4ab7-87f3-fe8b2fde891b/cf9f057d-fe97-455a-a2b4-3c901efafdb1/C-60a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0441b17e-ebdf-4ab7-87f3-fe8b2fde891b/0594a419-db11-44d3-a3f4-1db1c0fb1081/C-60a (SUN).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/0441b17e-ebdf-4ab7-87f3-fe8b2fde891b/d64cb7f4-9087-46cf-bea5-2b0f17a33083/C-60a (SUN).png']",RE
326,-,"GENSHIN IMPACT, BOBOIBOY, MOB PSYCHO 100, VTUBERS: HOLOSTAR, NIJISANJI EN; OURAN HIGH SCHOOL HOST CLUB, AKATSUKI NO YONA, FRIEREN",Dekaveh Butuh Duid (DBD),C-60b (SUN),CF18,,,,,,RE
327,DUNGEON MESHI,"NEEDY STREAMER OVERLOAD, VOCALOID, HOLOTEMPUS, DISCO ELYSIUM, JOJO, MP100, NATSUME YUUJINCHOU, HETALIA WORLD STARS, ORIGINAL, SHIN MEGAMI TENSEI/PERSONA, SCOTT PILGRIM, NANA, DUNGEON MESHI",P Ingfo,D-01a,CF18,,,,,,RE
329,DUNGEON MESHI,"FRIEREN, DIGIMON, NIJISANJI JP, BOCCHI",10tatif,D-02ab,CF18,,,https://twitter.com/funayfunay,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/7925d5a3-df30-41e7-be80-1314a16de95e/D-02ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/6eb4e043-87d4-421c-92a2-488a604a5739/D-02ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/bf6c8a0d-1cf1-4d19-900f-df32ee53002e/D-02ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/71136abd-5f60-407e-91c2-d93fa6bced39/D-02ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/1968b9a2-f2bf-4418-a23e-37ca8411b807/D-02ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/a3844e08-090c-441c-8526-ca981e612cfb/D-02ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/55bda77f-e26f-49c6-958e-d23779c56df9/d9d5f9c7-371e-48bc-b375-67f2b428ec8f/D-02ab.jpg']",RE
331,DUNGEON MESHI,"MOB PSYCHO 100, JRPG, CHAINSAW MAN, SPY X FAMILY, GENSHIN IMPACT, MARVEL, DC, COOKIE RUN, UNDERTALE, DELTARUNE, LEGEND OF ZELDA, RANBOO, FIONNA AND CAKE, ADVENTURE TIME, FNAF, HOLOLIVE, SOUTH PARK, LIMBUS COMPANY, ORIGINAL",Salty Eggs,D-04ab,CF18,,https://www.instagram.com/vania_melodyta/?hl=en,https://twitter.com/VMelodyta,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d3379f39-a231-4d55-8420-3a066df3740d/6206d208-2a9e-4c01-b435-091abed7ec9c/D-04ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d3379f39-a231-4d55-8420-3a066df3740d/bac1865d-7479-482c-a17d-031db38c4d0c/D-04ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/d3379f39-a231-4d55-8420-3a066df3740d/223f534a-35d2-4659-ac44-24d45fc61580/D-04ab.jpg']",RE
333,SOUSOU NO FRIEREN,"VTUBERS, REVERSE: 1999, OTHER WORKS",Mapaya,D-05a (SUN),CF18,,https://www.instagram.com/amayawn/,https://twitter.com/sleepyamaya,,,RE
335,DUNGEON MESHI,"BLUEY, FRIEREN, KIMI NI TODOKE, JBHK, KIRBY, KOMI, LINK CLICK, MARVEL, NANA, NIJISANJI, ORV, PLAVE, POKEMON, SKIP & LOAFER, ORIGINAL",notre atelier,D-06ab (SAT),CF18,,https://www.instagram.com/notreatelier.catalog/,,,,RE
358,GHIBLI,"DIGITALCIRCUS, DUNGEON MESHI, FRIEREN, POKEMON, SKYCOTL, BLUEY, DORAEMON",Gib Moni,D-22b,CF18,,https://www.instagram.com/gib.moni,,https://www.instagram.com/yorushi_66/,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/d8526f30-9945-4e04-b74d-e435bbe73e92/D-22b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/e506306b-3dde-4f09-b1ed-c48dd3e73840/D-22b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/4719c179-bf25-4e29-8d33-a4c9047a754f/D-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/15eb96d3-c2bf-45b7-b474-d2c9d4cb272f/D-22b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/5e3e40a7-7613-4c24-8ef8-4a8310df8eed/D-22b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/40ead0fb-596f-41c6-9258-26c672ae2c4f/2c65ab9b-1bcd-4ea5-967f-9090f6d4fb5f/D-22b.jpg']",RE
366,JUJUTSU KAISEN,"BLEACH, SOUSOU NO FRIEREN, KUSURIYA NO HITORIGOTO, HONKAI STAR RAIL, REVERSE1999, GINTAMA, PARADOX LIVE",Tempe Goreng,D-29a (SAT),CF18,https://www.facebook.com/tarisaafifah.khoirunnisa?mibextid=ZbWKwL,https://instagram.com/toppuko,https://twitter.com/akao9o,,,RE
367,MADOKA MAGICA,"PERSONA, YAKUZA, PROJECT SEKAI, NEEDY GIRL OVERDOSE, OMORI, FRIEREN, TOUHOU",Chronically Online Cool Kids,D-29ab (SUN),CF18,,https://www.instagram.com/kiryoru/,https://twitter.com/kiryoru,,,RE
381,GHIBLI,"HONKAI STAR RAIL, DUNGEON MESHI, JUJUTSU KAISEN, ONE PIECE, JOJO’S BIZZARE ADVENTURE, ARKNIGHTS, RESIDENT EVIL, MORTAL KOMBAT, KPOP",Warkop BKI,D-39ab,CF18,,https://www.instagram.com/warkopbki?igsh=a2hkejJjcm40OTdn,,,,RE
385,KAMEN RIDER,JOJO BIZZARE ADVENTURE,Studio Beruang,D-43ab,CF18,https://m.facebook.com/profile.php/?id=100044416616304,https://www.instagram.com/studioberuang?igsh=d2c5bnl3NG4wdnlt,,,,RE
